MAINE 2,400,194,"MAINE 5,MAINE 69,NORTHFIELD 1,NORTHFIELD 4,NORTHFIELD 38"
MAINE 5,647,295,"MAINE 23,MAINE 2,NORTHFIELD 1,NORTHFIELD 4"
MAINE 31,399,259,"MAINE 69,NORTHFIELD 38,MAINE 74,NORTHFIELD 21"
MAINE 23,409,253,"MAINE 86,MAINE 5,NORTHFIELD 1"
MAINE 44,256,156,"MAINE 74,NILES 11,NORTHFIELD 21,NORTHFIELD 24"
MAINE 69,406,293,"MAINE 2,NORTHFIELD 4,NORTHFIELD 38,MAINE 31"
MAINE 74,336,183,"MAINE 44,MAINE 31,NORTHFIELD 21"
MAINE 86,421,145,"WHEELING 11,NORTHFIELD 39,NORTHFIELD 33,MAINE 23,NORTHFIELD 1"
NEW TRIER 4,740,161,"NEW TRIER 1,NEW TRIER 2,NEW TRIER 6,NORTHFIELD 28,NORTHFIELD 8"
NEW TRIER 15,649,292,"NEW TRIER 20,NEW TRIER 39,NORTHFIELD 6,NORTHFIELD 35"
NEW TRIER 1,836,198,"Moraine 223,Moraine 224,NEW TRIER 4,NEW TRIER 2"
NEW TRIER 20,632,330,"NEW TRIER 11,NEW TRIER 15,NORTHFIELD 35,NORTHFIELD 37,NORTHFIELD 8,NORTHFIELD 9"
NEW TRIER 2,909,211,"Moraine 223,Moraine 224,NEW TRIER 4,NEW TRIER 1,NORTHFIELD 28,NORTHFIELD 55"
NEW TRIER 6,432,100,"NEW TRIER 11,NEW TRIER 4,NORTHFIELD 8"
NEW TRIER 11,550,291,"NEW TRIER 20,NEW TRIER 6,NORTHFIELD 8"
NEW TRIER 13,653,294,"NEW TRIER 39,NORTHFIELD 6,NILES 3"
NEW TRIER 39,376,143,"NEW TRIER 15,NEW TRIER 13,NORTHFIELD 6,NORTHFIELD 35"
NILES 3,619,391,"NILES 11,NEW TRIER 13,NORTHFIELD 19,NORTHFIELD 6"
NILES 11,236,122,"MAINE 44,NORTHFIELD 19,NORTHFIELD 24,NILES 3"
NORTHFIELD 13,388,238,"NORTHFIELD 41,NORTHFIELD 43,NORTHFIELD 48,NORTHFIELD 59,NORTHFIELD 61,NORTHFIELD 57"
NORTHFIELD 22,559,204,"NORTHFIELD 3,NORTHFIELD 47,NORTHFIELD 16,NORTHFIELD 32"
NORTHFIELD 25,409,222,"NORTHFIELD 10,NORTHFIELD 48,NORTHFIELD 57,NORTHFIELD 5,NORTHFIELD 4,NORTHFIELD 38"
NORTHFIELD 35,422,291,"NEW TRIER 20,NEW TRIER 15,NEW TRIER 39,NORTHFIELD 6,NORTHFIELD 12,NORTHFIELD 37,NORTHFIELD 23,NORTHFIELD 31"
NORTHFIELD 37,477,322,"NEW TRIER 20,NORTHFIELD 35,NORTHFIELD 9,NORTHFIELD 23"
NORTHFIELD 46,607,282,"NORTHFIELD 29,NORTHFIELD 14,NORTHFIELD 18,NORTHFIELD 2,NORTHFIELD 45,NORTHFIELD 20,NORTHFIELD 8"
NORTHFIELD 49,427,139,"NORTHFIELD 16,NORTHFIELD 17,NORTHFIELD 32,NORTHFIELD 18,NORTHFIELD 11,NORTHFIELD 36,NORTHFIELD 34"
NORTHFIELD 56,522,360,"NORTHFIELD 42,NORTHFIELD 23,NORTHFIELD 31,NORTHFIELD 52"
NORTHFIELD 60,612,191,"NORTHFIELD 17,NORTHFIELD 36,NORTHFIELD 50"
NORTHFIELD 61,307,229,"NORTHFIELD 50,NORTHFIELD 43,NORTHFIELD 27,NORTHFIELD 59,NORTHFIELD 13"
NORTHFIELD 62,500,247,"NORTHFIELD 3,NORTHFIELD 32,NORTHFIELD 29,NORTHFIELD 58,NORTHFIELD 2"
NORTHFIELD 15,377,149,"NORTHFIELD 58,NORTHFIELD 26,NORTHFIELD 40,NORTHFIELD 45,NORTHFIELD 28"
NORTHFIELD 19,471,242,"NILES 11,NORTHFIELD 6,NORTHFIELD 12,NORTHFIELD 24,NORTHFIELD 30,NILES 3"
NORTHFIELD 1,612,314,"NORTHFIELD 33,MAINE 86,MAINE 5,MAINE 23,MAINE 2,NORTHFIELD 4"
NORTHFIELD 41,432,182,"NORTHFIELD 53,NORTHFIELD 43,NORTHFIELD 51,NORTHFIELD 48,NORTHFIELD 13"
NORTHFIELD 51,1004,573,"NORTHFIELD 41,NORTHFIELD 53,NORTHFIELD 44,NORTHFIELD 10,NORTHFIELD 7,NORTHFIELD 48,NORTHFIELD 30,NORTHFIELD 42"
NORTHFIELD 2,442,202,"NORTHFIELD 32,NORTHFIELD 62,NORTHFIELD 29,NORTHFIELD 46,NORTHFIELD 18"
NORTHFIELD 20,447,227,"NORTHFIELD 14,NORTHFIELD 46,NORTHFIELD 18,NORTHFIELD 53,NORTHFIELD 43,NORTHFIELD 34,NORTHFIELD 8,NORTHFIELD 42,NORTHFIELD 23"
NORTHFIELD 26,435,184,"NORTHFIELD 29,NORTHFIELD 58,NORTHFIELD 40,NORTHFIELD 15,NORTHFIELD 45"
NORTHFIELD 3,344,153,"NORTHFIELD 47,NORTHFIELD 54,NORTHFIELD 22,West Deerfield 399,West Deerfield 398,NORTHFIELD 32,West Deerfield 400,NORTHFIELD 62,NORTHFIELD 58"
NORTHFIELD 53,536,205,"NORTHFIELD 41,NORTHFIELD 43,NORTHFIELD 20,NORTHFIELD 51,NORTHFIELD 42"
NORTHFIELD 4,433,270,"NORTHFIELD 10,NORTHFIELD 25,NORTHFIELD 33,NORTHFIELD 5,MAINE 5,MAINE 2,MAINE 69,NORTHFIELD 1,NORTHFIELD 38"
NORTHFIELD 44,359,158,"NORTHFIELD 10,NORTHFIELD 51,NORTHFIELD 38,NORTHFIELD 21,NORTHFIELD 30"
NORTHFIELD 5,278,245,"NORTHFIELD 25,NORTHFIELD 33,NORTHFIELD 57,NORTHFIELD 4"
NORTHFIELD 10,444,194,"NORTHFIELD 44,NORTHFIELD 25,NORTHFIELD 51,NORTHFIELD 48,NORTHFIELD 4,NORTHFIELD 38"
NORTHFIELD 6,405,302,"NEW TRIER 15,NEW TRIER 13,NEW TRIER 39,NORTHFIELD 19,NORTHFIELD 12,NILES 3,NORTHFIELD 35"
NORTHFIELD 8,430,320,"NORTHFIELD 46,NORTHFIELD 45,NORTHFIELD 20,NEW TRIER 20,NEW TRIER 11,NEW TRIER 4,NEW TRIER 6,NORTHFIELD 28,NORTHFIELD 9,NORTHFIELD 42,NORTHFIELD 23"
NORTHFIELD 7,660,302,"NORTHFIELD 51,NORTHFIELD 30,NORTHFIELD 42,NORTHFIELD 52"
NORTHFIELD 27,490,231,"NORTHFIELD 50,WHEELING 29,WHEELING 12,NORTHFIELD 39,WHEELING 77,WHEELING 80,WHEELING 85,NORTHFIELD 59,NORTHFIELD 61,NORTHFIELD 33"
NORTHFIELD 9,299,203,"NEW TRIER 20,NORTHFIELD 37,NORTHFIELD 8,NORTHFIELD 23"
NORTHFIELD 11,272,144,"NORTHFIELD 18,NORTHFIELD 36,NORTHFIELD 49,NORTHFIELD 50,NORTHFIELD 34"
NORTHFIELD 14,369,196,"NORTHFIELD 46,NORTHFIELD 18,NORTHFIELD 20"
NORTHFIELD 18,672,247,"NORTHFIELD 32,NORTHFIELD 14,NORTHFIELD 46,NORTHFIELD 2,NORTHFIELD 11,NORTHFIELD 49,NORTHFIELD 20,NORTHFIELD 34"
NORTHFIELD 12,655,423,"NORTHFIELD 19,NORTHFIELD 6,NORTHFIELD 24,NORTHFIELD 30,NORTHFIELD 35,NORTHFIELD 31,NORTHFIELD 52"
NORTHFIELD 42,340,260,"NORTHFIELD 53,NORTHFIELD 20,NORTHFIELD 51,NORTHFIELD 7,NORTHFIELD 56,NORTHFIELD 8,NORTHFIELD 23,NORTHFIELD 52"
NORTHFIELD 16,578,249,"NORTHFIELD 47,NORTHFIELD 54,NORTHFIELD 22,NORTHFIELD 17,NORTHFIELD 32,WHEELING 76,WHEELING 67,NORTHFIELD 49,NORTHFIELD 50"
NORTHFIELD 48,428,257,"NORTHFIELD 41,NORTHFIELD 10,NORTHFIELD 25,NORTHFIELD 51,NORTHFIELD 13,NORTHFIELD 57"
NORTHFIELD 17,451,180,"NORTHFIELD 16,NORTHFIELD 32,NORTHFIELD 36,NORTHFIELD 60,NORTHFIELD 49,NORTHFIELD 50"
NORTHFIELD 43,551,193,"NORTHFIELD 50,NORTHFIELD 41,NORTHFIELD 53,NORTHFIELD 20,NORTHFIELD 34,NORTHFIELD 61,NORTHFIELD 13"
NORTHFIELD 21,651,314,"NORTHFIELD 44,NORTHFIELD 38,MAINE 44,MAINE 31,MAINE 74,NORTHFIELD 24,NORTHFIELD 30"
NORTHFIELD 28,720,330,"NORTHFIELD 40,NORTHFIELD 15,NORTHFIELD 45,NEW TRIER 4,NEW TRIER 2,NORTHFIELD 55,NORTHFIELD 8"
NORTHFIELD 23,278,227,"NORTHFIELD 20,NORTHFIELD 56,NORTHFIELD 35,NORTHFIELD 37,NORTHFIELD 8,NORTHFIELD 9,NORTHFIELD 42,NORTHFIELD 31"
NORTHFIELD 24,408,222,"MAINE 44,NILES 11,NORTHFIELD 21,NORTHFIELD 19,NORTHFIELD 12,NORTHFIELD 30"
NORTHFIELD 55,515,119,"Moraine 223,Moraine 218,Moraine 220,NORTHFIELD 40,NEW TRIER 2,NORTHFIELD 28"
NORTHFIELD 29,413,177,"NORTHFIELD 62,NORTHFIELD 58,NORTHFIELD 26,NORTHFIELD 46,NORTHFIELD 2,NORTHFIELD 45"
NORTHFIELD 30,487,228,"NORTHFIELD 44,NORTHFIELD 51,NORTHFIELD 7,NORTHFIELD 21,NORTHFIELD 19,NORTHFIELD 12,NORTHFIELD 24,NORTHFIELD 52"
NORTHFIELD 40,274,193,"Moraine 218,NORTHFIELD 58,NORTHFIELD 26,NORTHFIELD 15,West Deerfield 401,NORTHFIELD 28,NORTHFIELD 55"
NORTHFIELD 31,493,370,"NORTHFIELD 12,NORTHFIELD 56,NORTHFIELD 35,NORTHFIELD 23,NORTHFIELD 52"
NORTHFIELD 54,459,106,"Vernon 287,West Deerfield 390,NORTHFIELD 3,NORTHFIELD 47,West Deerfield 399,West Deerfield 398,NORTHFIELD 16,WHEELING 76,WHEELING 67"
NORTHFIELD 32,679,321,"NORTHFIELD 3,NORTHFIELD 22,NORTHFIELD 16,NORTHFIELD 17,NORTHFIELD 62,NORTHFIELD 18,NORTHFIELD 2,NORTHFIELD 49"
NORTHFIELD 57,310,177,"NORTHFIELD 25,NORTHFIELD 48,NORTHFIELD 59,NORTHFIELD 33,NORTHFIELD 13,NORTHFIELD 5"
NORTHFIELD 33,309,193,"NORTHFIELD 39,NORTHFIELD 27,NORTHFIELD 59,NORTHFIELD 57,NORTHFIELD 5,MAINE 86,NORTHFIELD 1,NORTHFIELD 4"
NORTHFIELD 50,565,327,"NORTHFIELD 16,NORTHFIELD 17,WHEELING 76,NORTHFIELD 11,NORTHFIELD 36,NORTHFIELD 60,WHEELING 29,NORTHFIELD 43,NORTHFIELD 34,NORTHFIELD 27,WHEELING 77,NORTHFIELD 61"
NORTHFIELD 34,343,207,"NORTHFIELD 18,NORTHFIELD 11,NORTHFIELD 49,NORTHFIELD 50,NORTHFIELD 43,NORTHFIELD 20"
NORTHFIELD 59,467,231,"NORTHFIELD 39,NORTHFIELD 27,NORTHFIELD 61,NORTHFIELD 33,NORTHFIELD 13,NORTHFIELD 57"
NORTHFIELD 36,332,185,"NORTHFIELD 17,NORTHFIELD 11,NORTHFIELD 60,NORTHFIELD 49,NORTHFIELD 50"
NORTHFIELD 38,376,191,"NORTHFIELD 44,NORTHFIELD 10,NORTHFIELD 25,MAINE 2,MAINE 69,NORTHFIELD 4,MAINE 31,NORTHFIELD 21"
NORTHFIELD 39,259,164,"WHEELING 12,WHEELING 11,NORTHFIELD 27,WHEELING 85,NORTHFIELD 59,NORTHFIELD 33,MAINE 86"
NORTHFIELD 45,575,262,"NORTHFIELD 29,NORTHFIELD 26,NORTHFIELD 15,NORTHFIELD 46,NORTHFIELD 28,NORTHFIELD 8"
NORTHFIELD 58,247,154,"NORTHFIELD 3,West Deerfield 400,NORTHFIELD 62,NORTHFIELD 29,NORTHFIELD 26,NORTHFIELD 40,NORTHFIELD 15,West Deerfield 401"
NORTHFIELD 47,669,249,"NORTHFIELD 3,NORTHFIELD 54,NORTHFIELD 22,NORTHFIELD 16"
NORTHFIELD 52,419,196,"NORTHFIELD 7,NORTHFIELD 12,NORTHFIELD 30,NORTHFIELD 56,NORTHFIELD 42,NORTHFIELD 31"
WHEELING 11,560,380,"NORTHFIELD 39,WHEELING 85,MAINE 86"
WHEELING 12,516,477,"NORTHFIELD 39,NORTHFIELD 27,WHEELING 77,WHEELING 80,WHEELING 85"
WHEELING 29,242,154,"WHEELING 76,NORTHFIELD 50,NORTHFIELD 27,WHEELING 77"
WHEELING 67,293,99,"Vernon 287,West Deerfield 390,NORTHFIELD 54,NORTHFIELD 16,WHEELING 76"
WHEELING 76,606,290,"NORTHFIELD 54,NORTHFIELD 16,WHEELING 67,NORTHFIELD 50,WHEELING 29"
WHEELING 77,225,93,"NORTHFIELD 50,WHEELING 29,WHEELING 12,NORTHFIELD 27,WHEELING 80"
WHEELING 80,419,230,"WHEELING 12,NORTHFIELD 27,WHEELING 77"
WHEELING 85,332,230,"WHEELING 12,WHEELING 11,NORTHFIELD 39,NORTHFIELD 27"
Moraine 223,793,110,"Moraine 224,Moraine 220,NEW TRIER 1,NEW TRIER 2,NORTHFIELD 55"
Moraine 224,551,89,"Moraine 223,NEW TRIER 1,NEW TRIER 2"
Moraine 220,632,137,"Moraine 223,Moraine 218,NORTHFIELD 55"
Moraine 218,624,101,"Moraine 220,NORTHFIELD 40,West Deerfield 401,NORTHFIELD 55"
Vernon 287,553,285,"West Deerfield 390,NORTHFIELD 54,WHEELING 67"
West Deerfield 398,813,189,"West Deerfield 390,NORTHFIELD 3,NORTHFIELD 54,West Deerfield 399,West Deerfield 400"
West Deerfield 390,328,174,"Vernon 287,NORTHFIELD 54,West Deerfield 398,WHEELING 67"
West Deerfield 399,930,140,"NORTHFIELD 3,NORTHFIELD 54,West Deerfield 398,West Deerfield 400"
West Deerfield 400,756,195,"NORTHFIELD 3,West Deerfield 399,West Deerfield 398,NORTHFIELD 58,West Deerfield 401"
West Deerfield 401,602,165,"Moraine 218,West Deerfield 400,NORTHFIELD 58,NORTHFIELD 40"
